ingredient_id,ingredient_eng,ingredient_kor,function,description,skin_concerns
ingr_0252,Ceramide EOP,세라마이드 이오피,,"Ceramides get quite a lot of hype recently and good news: there is a reason for that. But before we go into the details, let's just quickly define what the heck ceramides are: They are waxy lipids that can be found naturally in the outer layer of the skin (called stratum corneum - SC). And they are there in big amounts! The goopy stuff between our skin cells is called extracellular matrix that consists mainly of lipids. And ceramides are about 50% of those lipids (the other important ones are cholesterol with 25% and fatty acids with 15%). Ok, so now we know what ceramides are, let's see what they do in our skin: research shows clearly that they play a super important role in keeping the skin barrier healthy and the skin hydrated . If ceramides in the skin are decreased, more water can evaporate from the skin and there is less water remaining in the skin. So ceramides form kind of a ""water-proof"" protecting layer and make sure that our skin remains nice and hydrated. Now the question is only this: If we put ceramides all over our face do they work as well as ceramides already naturally in our skin? Well, the answer is probably a no, but they do work to some extent. The BeautyBrains blog made a fantastic article about ceramides and they have listed a couple of examples about studies showing that ceramides - especially when used in certain ratios with cholesterol and fatty acids  - do hydrate the skin and can help to repair the skin barrier . So far we were writing about ceramides in plural. It's because there are lots of different ceramides, a 2014 article writes that currently 12 base classes of ceramides are known with over 340 specific species. Chemically speaking, ceramides are the connection of a fatty acid and a sphingoid base and both parts can have different variations that result in the different types of ceramides. Our current one, Ceramide 1, or more recently called Ceramide EOP, was the first one that was identified in 1982 and it's a special snowflake. It contains the essential fatty acid, linoleic acid and has a unique structure. It's believed that ceramide 1 plays a ""binding role"" in the lipid layers of the extracellular matrix. Along with ceramides 4 and 7, they also play a vital role in epidermal integrity and serve as the main storage areas for linoleic acid (a fatty acid that's also very important for barrier repair). Oh, and one more thing: alkaline pH inhibits enzymes that help ceramide synthesis in our skin. So if you use a soap and you notice your skin is becoming dry, now you know why.",
ingr_0253,Stearyl Alcohol,스테아릴알코올,,"A handy multi-tasker, white to light yellowish oil-loving wax that works very well in oil-in-water emulsions.  It makes your skin feel nice and smooth (emollient), stabilizes oil-water mixes and gives body to them. Oh, and one more thing: it's a so-called fatty alcohol - the good, emollient type of alcohol that is non-drying and non-irritating. It is often mixed with fellow fatty alcohol, Cetyl Alcohol , and the mixture is called Cetearyl Alcohol in the ingredient list.",
ingr_0254,Ceramide AP,세라마이드 에이피,,"A type of ceramide that can be found naturally in the upper layer of the skin. Ceramides make up 50% of the goopy stuff that's between our skin cells and play a super important role in having a healthy skin barrier and keeping the skin hydrated. We have written way more about ceramides at ceramide 1, so click here to know more .",
ingr_0255,Potassium Phosphate,포타슘포스페이트,,It’s a little helper ingredient that helps to set the pH of a cosmetic formulation to be just right.,
ingr_0256,PEG-40 Stearate,피이지-40 스테아레이트,,A common water-loving surfactant and emulsifier that helps to keep water and oil mixed nicely together.,
ingr_0257,Sodium Lauroyl Lactylate,소듐라우로일락틸레이트,,"A helper ingredient that's used as a co-emulsifier (meaning next to other emulsifiers in the formula it helps water and oil to mix) and as a stabilization agent for foams . Also, has some antimicrobial activity so it can help to boost the effectiveness of the preservative system.",
ingr_0258,Phytosphingosine,파이토스핑고신,,"It's a type of lipid, a so-called sphingoid base that can be found naturally in the upper layer of the skin . It's found both in ""free-form"" and as part of famous skin lipids, ceramides . There is emerging research about Phytosphingosine that shows that it has antimicrobial and cell-communicating properties and is considered part of the skin's natural defense system . A 2007 study showed that Phytosphingosine even works against evil acne-causing bacteria, Propionibacterium acnes and shows promise as a complementing active ingredient in treating acne-prone skin thanks to its anti-inflammatory and antimicrobial activities. A nice one to spot in the ingredient list. :)",
ingr_0259,Methylparaben,메틸파라벤,,"The most common type of feared-by-everyone-mostly-without-scientific-reason parabens . It's a cheap, effective and well-tolerated ingredient to make sure the cosmetic formula does not go wrong too soon . Apart from the general controversy around parabens (we wrote about it more here ), there is a 2006 in-vitro (made in the lab not on real people) research about methylparaben (MP) showing that when exposed to sunlight, MP treated skin cells suffered more harm than non-MP treated skin cells . The study was not done with real people on real skin but still - using a good sunscreen next to MP containing products is a good idea. (Well, in fact using a sunscreen is always a good idea. :))",
ingr_0260,Propylparaben,프로필파라벤,,"A very common type of feared-by-everyone-mostly-without-scientific-reason parabens . It's a cheap, effective and well-tolerated ingredient to make sure the cosmetic formula does not go wrong too soon .",
ingr_0261,Ammonium Acryloyldimethyltaurate/​VP Copolymer,암모늄 아크릴로일디메틸타우레이트/VP 코폴리머,,A kind of polymer (big molecule from repeated subunits) that helps to create beautiful gel-like textures . It's also a texturizer and thickener for oil-in-water emulsions. It gives products a good skin feel and does not make the formula tacky or sticky. It works over a wide pH range and is used between 0.5-1.2%.,
ingr_0262,Ci 17200,적색227호,,A super common synthetic colorant that adds a purple-red color - similar to red beet - to a product.,
ingr_0263,Isopropyl Myristate,아이소프로필미리스테이트,,"A  clear, colorless oil-like liquid that makes the skin feel smooth and nice (aka emollient) and it does so without it being greasy. What's more, it can even reduce the heavy, greasy feel in products with high oil content. It's also fast-spreading meaning that it gives the formula a good, nice slip. It absorbs quickly into the skin and helps other ingredients to penetrate quicker and deeper. Thanks to all this, it's one of the most commonly used emollients out there. There is just one little drawback: it has a high comedogenic index (5 out of 5...), so it might clog pores if you're prone to it.",
